"@timestamp","process.command_line","process.executable","process.working_directory","process.pid","process.parent.pid","process.user.id"
"Nov 1, 2023 @ 12:20:12.549","hostname -f","/usr/bin/hostname","""/""",1792791,672,0
"Nov 1, 2023 @ 12:20:12.549","run-parts --list /etc/dhcp/dhclient-enter-hooks.d","/usr/bin/run-parts","""/""",1792778,1792777,0
"Nov 1, 2023 @ 12:20:12.549","sed -e s/[[:blank:]]\+$// -e /^$/d","/usr/bin/sed","""/run/resolvconf/interface""",1792786,1792784,0
"Nov 1, 2023 @ 12:20:12.549","/usr/bin/chronyc reload sources","/usr/bin/chronyc","""/""",1792790,1792777,0
"Nov 1, 2023 @ 12:20:12.549","mkdir -p /run/chrony-dhcp","/usr/bin/mkdir","""/""",1792789,1792777,0
"Nov 1, 2023 @ 12:20:12.549","/bin/sh /sbin/resolvconf -a enp1s0.dhclient","/usr/bin/dash","""/""",1792781,1792777,0
"Nov 1, 2023 @ 12:20:12.549","/bin/sh /sbin/dhclient-script","/usr/bin/dash","""/""",1792777,500,0
"Nov 1, 2023 @ 12:20:12.549","rm -f /run/chrony-dhcp/enp1s0.sources","/usr/bin/rm","""/""",1792788,1792777,0
"Nov 1, 2023 @ 12:20:12.549","ip -4 600 dev enp1s0 label enp1s0 addr change 192.168.1.2/255.255.255.0 broadcast 192.168.1.255 valid_lft 600 preferred_lft","/usr/bin/ip","""/""",1792779,1792777,0
"Nov 1, 2023 @ 12:20:12.549","flock -w 10 9","/usr/bin/flock","""/run/resolvconf/interface""",1792782,1792781,0
"Nov 1, 2023 @ 12:20:12.549","run-parts --list /etc/dhcp/dhclient-exit-hooks.d","/usr/bin/run-parts","""/""",1792787,1792777,0
"Nov 1, 2023 @ 12:20:12.549","sed -e /^nameserver/!b ENDOFCYCLE -e s/$/ / -e s/\([:. ]\)0\+/\10/g -e s/\([:. ]\)0\([123456789abcdefABCDEF][[:xdigit:]]*\)/\1\2/g -e /::/b ENDOFCYCLE; s/ \(0[: ]\)\+/ ::/ -e s/#.*$// /::/b ENDOFCYCLE; s/:\(0[: ]\)\+/::/ -e : ENDOFCYCLE - -e s/[[:blank:]]\+$// -e s/^[[:blank:]]\+// -e s/[[:blank:]]\+/ /g -e","/usr/bin/sed","""/run/resolvconf/interface""",1792785,1792784,0
"Nov 1, 2023 @ 12:19:22.517","hostname -f","/usr/bin/hostname","""/""",1792761,672,0
"Nov 1, 2023 @ 12:19:22.517","run-parts --list /etc/dhcp/dhclient-enter-hooks.d","/usr/bin/run-parts","""/""",1792763,1792762,0
"Nov 1, 2023 @ 12:19:22.517","ip -4 600 dev enp1s0 label enp1s0 addr change 192.168.1.2/255.255.255.0 broadcast 192.168.1.255 valid_lft 600 preferred_lft","/usr/bin/ip","""/""",1792764,1792762,0
"Nov 1, 2023 @ 12:19:22.517","sed -e s/[[:blank:]]\+$// -e /^$/d","/usr/bin/sed","""/run/resolvconf/interface""",1792771,1792769,0
"Nov 1, 2023 @ 12:19:22.517","rm -f /run/chrony-dhcp/enp1s0.sources","/usr/bin/rm","""/""",1792773,1792762,0
"Nov 1, 2023 @ 12:19:22.517","/bin/sh /sbin/resolvconf -a enp1s0.dhclient","/usr/bin/dash","""/""",1792766,1792762,0
"Nov 1, 2023 @ 12:19:22.517","/usr/bin/chronyc reload sources","/usr/bin/chronyc","""/""",1792775,1792762,0
"Nov 1, 2023 @ 12:19:22.517","/bin/sh /sbin/dhclient-script","/usr/bin/dash","""/""",1792762,500,0
"Nov 1, 2023 @ 12:19:22.517","sed -e /^nameserver/!b ENDOFCYCLE -e s/$/ / -e s/\([:. ]\)0\+/\10/g -e s/\([:. ]\)0\([123456789abcdefABCDEF][[:xdigit:]]*\)/\1\2/g -e /::/b ENDOFCYCLE; s/ \(0[: ]\)\+/ ::/ -e s/#.*$// /::/b ENDOFCYCLE; s/:\(0[: ]\)\+/::/ -e : ENDOFCYCLE - -e s/[[:blank:]]\+$// -e s/^[[:blank:]]\+// -e s/[[:blank:]]\+/ /g -e","/usr/bin/sed","""/run/resolvconf/interface""",1792770,1792769,0
"Nov 1, 2023 @ 12:19:22.517","mkdir -p /run/chrony-dhcp","/usr/bin/mkdir","""/""",1792774,1792762,0
"Nov 1, 2023 @ 12:19:22.517","flock -w 10 9","/usr/bin/flock","""/run/resolvconf/interface""",1792767,1792766,0
"Nov 1, 2023 @ 12:19:22.517","run-parts --list /etc/dhcp/dhclient-exit-hooks.d","/usr/bin/run-parts","""/""",1792772,1792762,0
"Nov 1, 2023 @ 12:18:42.444","mkdir -p /run/chrony-dhcp","/usr/bin/mkdir","""/""",1792759,1792747,0
"Nov 1, 2023 @ 12:18:42.444","run-parts --list /etc/dhcp/dhclient-exit-hooks.d","/usr/bin/run-parts","""/""",1792757,1792747,0
"Nov 1, 2023 @ 12:18:42.444","/usr/bin/chronyc reload sources","/usr/bin/chronyc","""/""",1792760,1792747,0
"Nov 1, 2023 @ 12:18:42.444","ip -4 600 dev enp1s0 label enp1s0 addr change 192.168.1.2/255.255.255.0 broadcast 192.168.1.255 valid_lft 600 preferred_lft","/usr/bin/ip","""/""",1792749,1792747,0
"Nov 1, 2023 @ 12:18:42.444","flock -w 10 9","/usr/bin/flock","""/run/resolvconf/interface""",1792752,1792751,0
"Nov 1, 2023 @ 12:18:42.444","sed -e /^nameserver/!b ENDOFCYCLE -e s/$/ / -e s/\([:. ]\)0\+/\10/g -e s/\([:. ]\)0\([123456789abcdefABCDEF][[:xdigit:]]*\)/\1\2/g -e /::/b ENDOFCYCLE; s/ \(0[: ]\)\+/ ::/ -e s/#.*$// /::/b ENDOFCYCLE; s/:\(0[: ]\)\+/::/ -e : ENDOFCYCLE - -e s/[[:blank:]]\+$// -e s/^[[:blank:]]\+// -e s/[[:blank:]]\+/ /g -e","/usr/bin/sed","""/run/resolvconf/interface""",1792755,1792754,0
"Nov 1, 2023 @ 12:18:42.444","/bin/sh /sbin/resolvconf -a enp1s0.dhclient","/usr/bin/dash","""/""",1792751,1792747,0
"Nov 1, 2023 @ 12:18:42.444","run-parts --list /etc/dhcp/dhclient-enter-hooks.d","/usr/bin/run-parts","""/""",1792748,1792747,0
"Nov 1, 2023 @ 12:18:42.444","rm -f /run/chrony-dhcp/enp1s0.sources","/usr/bin/rm","""/""",1792758,1792747,0
"Nov 1, 2023 @ 12:18:42.444","/bin/sh /sbin/dhclient-script","/usr/bin/dash","""/""",1792747,500,0
"Nov 1, 2023 @ 12:18:42.444","sed -e s/[[:blank:]]\+$// -e /^$/d","/usr/bin/sed","""/run/resolvconf/interface""",1792756,1792754,0
"Nov 1, 2023 @ 12:18:12.321","hostname -f","/usr/bin/hostname","""/""",1792746,672,0
"Nov 1, 2023 @ 12:17:52.293","run-parts --list /etc/dhcp/dhclient-enter-hooks.d","/usr/bin/run-parts","""/""",1792733,1792732,0
"Nov 1, 2023 @ 12:17:52.293","sed -e s/[[:blank:]]\+$// -e /^$/d","/usr/bin/sed","""/run/resolvconf/interface""",1792741,1792739,0
"Nov 1, 2023 @ 12:17:52.293","/bin/sh /sbin/dhclient-script","/usr/bin/dash","""/""",1792732,500,0
"Nov 1, 2023 @ 12:17:52.293","sed -e /^nameserver/!b ENDOFCYCLE -e s/$/ / -e s/\([:. ]\)0\+/\10/g -e s/\([:. ]\)0\([123456789abcdefABCDEF][[:xdigit:]]*\)/\1\2/g -e /::/b ENDOFCYCLE; s/ \(0[: ]\)\+/ ::/ -e s/#.*$// /::/b ENDOFCYCLE; s/:\(0[: ]\)\+/::/ -e : ENDOFCYCLE - -e s/[[:blank:]]\+$// -e s/^[[:blank:]]\+// -e s/[[:blank:]]\+/ /g -e","/usr/bin/sed","""/run/resolvconf/interface""",1792740,1792739,0
"Nov 1, 2023 @ 12:17:52.293","run-parts --list /etc/dhcp/dhclient-exit-hooks.d","/usr/bin/run-parts","""/""",1792742,1792732,0
"Nov 1, 2023 @ 12:17:52.293","ip -4 600 dev enp1s0 label enp1s0 addr change 192.168.1.2/255.255.255.0 broadcast 192.168.1.255 valid_lft 600 preferred_lft","/usr/bin/ip","""/""",1792734,1792732,0
"Nov 1, 2023 @ 12:17:52.293","flock -w 10 9","/usr/bin/flock","""/run/resolvconf/interface""",1792737,1792736,0
"Nov 1, 2023 @ 12:17:52.293","mkdir -p /run/chrony-dhcp","/usr/bin/mkdir","""/""",1792744,1792732,0
"Nov 1, 2023 @ 12:17:52.293","/usr/bin/chronyc reload sources","/usr/bin/chronyc","""/""",1792745,1792732,0
"Nov 1, 2023 @ 12:17:52.293","rm -f /run/chrony-dhcp/enp1s0.sources","/usr/bin/rm","""/""",1792743,1792732,0
"Nov 1, 2023 @ 12:17:52.293","/bin/sh /sbin/resolvconf -a enp1s0.dhclient","/usr/bin/dash","""/""",1792736,1792732,0
"Nov 1, 2023 @ 12:17:22.238","hostname -f","/usr/bin/hostname","""/""",1792731,672,0
"Nov 1, 2023 @ 12:17:12.096","sed -e s/[[:blank:]]\+$// -e /^$/d","/usr/bin/sed","""/run/resolvconf/interface""",1792723,1792721,0
"Nov 1, 2023 @ 12:17:12.096","sed -e /^nameserver/!b ENDOFCYCLE -e s/$/ / -e s/\([:. ]\)0\+/\10/g -e s/\([:. ]\)0\([123456789abcdefABCDEF][[:xdigit:]]*\)/\1\2/g -e /::/b ENDOFCYCLE; s/ \(0[: ]\)\+/ ::/ -e s/#.*$// /::/b ENDOFCYCLE; s/:\(0[: ]\)\+/::/ -e : ENDOFCYCLE - -e s/[[:blank:]]\+$// -e s/^[[:blank:]]\+// -e s/[[:blank:]]\+/ /g -e","/usr/bin/sed","""/run/resolvconf/interface""",1792722,1792721,0
"Nov 1, 2023 @ 12:17:12.096","mkdir -p /run/chrony-dhcp","/usr/bin/mkdir","""/""",1792726,1792714,0
"Nov 1, 2023 @ 12:17:12.096","run-parts --list /etc/dhcp/dhclient-exit-hooks.d","/usr/bin/run-parts","""/""",1792724,1792714,0
"Nov 1, 2023 @ 12:17:12.096","/bin/sh -c    cd / && run-parts --report /etc/cron.hourly","/usr/bin/dash","""/root""",1792729,1792728,0
"Nov 1, 2023 @ 12:17:12.096","rm -f /run/chrony-dhcp/enp1s0.sources","/usr/bin/rm","""/""",1792725,1792714,0
"Nov 1, 2023 @ 12:17:12.096","/usr/bin/chronyc reload sources","/usr/bin/chronyc","""/""",1792727,1792714,0
"Nov 1, 2023 @ 12:17:12.096","run-parts --list /etc/dhcp/dhclient-enter-hooks.d","/usr/bin/run-parts","""/""",1792715,1792714,0
"Nov 1, 2023 @ 12:17:12.096","flock -w 10 9","/usr/bin/flock","""/run/resolvconf/interface""",1792719,1792718,0
"Nov 1, 2023 @ 12:17:12.096","run-parts --report /etc/cron.hourly","/usr/bin/run-parts","""/""",1792730,1792729,0
"Nov 1, 2023 @ 12:17:12.096","/bin/sh /sbin/dhclient-script","/usr/bin/dash","""/""",1792714,500,0
"Nov 1, 2023 @ 12:17:12.096","ip -4 600 dev enp1s0 label enp1s0 addr change 192.168.1.2/255.255.255.0 broadcast 192.168.1.255 valid_lft 600 preferred_lft","/usr/bin/ip","""/""",1792716,1792714,0
"Nov 1, 2023 @ 12:17:12.096","/bin/sh /sbin/resolvconf -a enp1s0.dhclient","/usr/bin/dash","""/""",1792718,1792714,0
"Nov 1, 2023 @ 12:16:21.998","sed -e s/[[:blank:]]\+$// -e /^$/d","/usr/bin/sed","""/run/resolvconf/interface""",1792709,1792707,0
"Nov 1, 2023 @ 12:16:21.998","/bin/sh /sbin/resolvconf -a enp1s0.dhclient","/usr/bin/dash","""/""",1792704,1792700,0
"Nov 1, 2023 @ 12:16:21.998","mkdir -p /run/chrony-dhcp","/usr/bin/mkdir","""/""",1792712,1792700,0
"Nov 1, 2023 @ 12:16:21.998","/bin/sh /sbin/dhclient-script","/usr/bin/dash","""/""",1792700,500,0
"Nov 1, 2023 @ 12:16:21.998","sed -e /^nameserver/!b ENDOFCYCLE -e s/$/ / -e s/\([:. ]\)0\+/\10/g -e s/\([:. ]\)0\([123456789abcdefABCDEF][[:xdigit:]]*\)/\1\2/g -e /::/b ENDOFCYCLE; s/ \(0[: ]\)\+/ ::/ -e s/#.*$// /::/b ENDOFCYCLE; s/:\(0[: ]\)\+/::/ -e : ENDOFCYCLE - -e s/[[:blank:]]\+$// -e s/^[[:blank:]]\+// -e s/[[:blank:]]\+/ /g -e","/usr/bin/sed","""/run/resolvconf/interface""",1792708,1792707,0
"Nov 1, 2023 @ 12:16:21.998","/usr/bin/chronyc reload sources","/usr/bin/chronyc","""/""",1792713,1792700,0
"Nov 1, 2023 @ 12:16:21.998","run-parts --list /etc/dhcp/dhclient-enter-hooks.d","/usr/bin/run-parts","""/""",1792701,1792700,0
"Nov 1, 2023 @ 12:16:21.998","ip -4 600 dev enp1s0 label enp1s0 addr change 192.168.1.2/255.255.255.0 broadcast 192.168.1.255 valid_lft 600 preferred_lft","/usr/bin/ip","""/""",1792702,1792700,0
"Nov 1, 2023 @ 12:16:21.998","flock -w 10 9","/usr/bin/flock","""/run/resolvconf/interface""",1792705,1792704,0
"Nov 1, 2023 @ 12:16:21.998","rm -f /run/chrony-dhcp/enp1s0.sources","/usr/bin/rm","""/""",1792711,1792700,0
"Nov 1, 2023 @ 12:16:21.998","run-parts --list /etc/dhcp/dhclient-exit-hooks.d","/usr/bin/run-parts","""/""",1792710,1792700,0
"Nov 1, 2023 @ 12:16:11.959","hostname -f","/usr/bin/hostname","""/""",1792699,672,0
"Nov 1, 2023 @ 12:15:51.915","run-parts --list /etc/dhcp/dhclient-exit-hooks.d","/usr/bin/run-parts","""/""",1792694,1792684,0
"Nov 1, 2023 @ 12:15:51.915","sed -e s/[[:blank:]]\+$// -e /^$/d","/usr/bin/sed","""/run/resolvconf/interface""",1792693,1792691,0
"Nov 1, 2023 @ 12:15:51.915","mkdir -p /run/chrony-dhcp","/usr/bin/mkdir","""/""",1792696,1792684,0
"Nov 1, 2023 @ 12:15:51.915","ip -4 600 dev enp1s0 label enp1s0 addr change 192.168.1.2/255.255.255.0 broadcast 192.168.1.255 valid_lft 600 preferred_lft","/usr/bin/ip","""/""",1792686,1792684,0
"Nov 1, 2023 @ 12:15:51.915","rm -f /run/chrony-dhcp/enp1s0.sources","/usr/bin/rm","""/""",1792695,1792684,0
"Nov 1, 2023 @ 12:15:51.915","/bin/sh /sbin/resolvconf -a enp1s0.dhclient","/usr/bin/dash","""/""",1792688,1792684,0
"Nov 1, 2023 @ 12:15:51.915","/bin/sh /sbin/dhclient-script","/usr/bin/dash","""/""",1792684,500,0
"Nov 1, 2023 @ 12:15:51.915","run-parts --list /etc/dhcp/dhclient-enter-hooks.d","/usr/bin/run-parts","""/""",1792685,1792684,0
"Nov 1, 2023 @ 12:15:51.915","flock -w 10 9","/usr/bin/flock","""/run/resolvconf/interface""",1792689,1792688,0
"Nov 1, 2023 @ 12:15:51.915","sed -e /^nameserver/!b ENDOFCYCLE -e s/$/ / -e s/\([:. ]\)0\+/\10/g -e s/\([:. ]\)0\([123456789abcdefABCDEF][[:xdigit:]]*\)/\1\2/g -e /::/b ENDOFCYCLE; s/ \(0[: ]\)\+/ ::/ -e s/#.*$// /::/b ENDOFCYCLE; s/:\(0[: ]\)\+/::/ -e : ENDOFCYCLE - -e s/[[:blank:]]\+$// -e s/^[[:blank:]]\+// -e s/[[:blank:]]\+/ /g -e","/usr/bin/sed","""/run/resolvconf/interface""",1792692,1792691,0
"Nov 1, 2023 @ 12:15:51.915","/usr/bin/chronyc reload sources","/usr/bin/chronyc","""/""",1792697,1792684,0
"Nov 1, 2023 @ 12:15:21.887","hostname -f","/usr/bin/hostname","""/""",1792683,672,0
"Nov 1, 2023 @ 12:15:01.858","mkdir -p /run/chrony-dhcp","/usr/bin/mkdir","""/""",1792680,1792668,0
"Nov 1, 2023 @ 12:15:01.858","rm -f /run/chrony-dhcp/enp1s0.sources","/usr/bin/rm","""/""",1792679,1792668,0
"Nov 1, 2023 @ 12:15:01.858","/usr/bin/chronyc reload sources","/usr/bin/chronyc","""/""",1792681,1792668,0
"Nov 1, 2023 @ 12:15:01.858","/bin/sh /sbin/dhclient-script","/usr/bin/dash","""/""",1792668,500,0
"Nov 1, 2023 @ 12:15:01.858","/bin/sh /sbin/resolvconf -a enp1s0.dhclient","/usr/bin/dash","""/""",1792672,1792668,0
"Nov 1, 2023 @ 12:15:01.858","run-parts --list /etc/dhcp/dhclient-exit-hooks.d","/usr/bin/run-parts","""/""",1792678,1792668,0
"Nov 1, 2023 @ 12:15:01.858","sed -e s/[[:blank:]]\+$// -e /^$/d","/usr/bin/sed","""/run/resolvconf/interface""",1792677,1792675,0
"Nov 1, 2023 @ 12:15:01.858","run-parts --list /etc/dhcp/dhclient-enter-hooks.d","/usr/bin/run-parts","""/""",1792669,1792668,0
"Nov 1, 2023 @ 12:15:01.858","ip -4 600 dev enp1s0 label enp1s0 addr change 192.168.1.2/255.255.255.0 broadcast 192.168.1.255 valid_lft 600 preferred_lft","/usr/bin/ip","""/""",1792670,1792668,0
"Nov 1, 2023 @ 12:15:01.858","flock -w 10 9","/usr/bin/flock","""/run/resolvconf/interface""",1792673,1792672,0
"Nov 1, 2023 @ 12:15:01.858","sed -e /^nameserver/!b ENDOFCYCLE -e s/$/ / -e s/\([:. ]\)0\+/\10/g -e s/\([:. ]\)0\([123456789abcdefABCDEF][[:xdigit:]]*\)/\1\2/g -e /::/b ENDOFCYCLE; s/ \(0[: ]\)\+/ ::/ -e s/#.*$// /::/b ENDOFCYCLE; s/:\(0[: ]\)\+/::/ -e : ENDOFCYCLE - -e s/[[:blank:]]\+$// -e s/^[[:blank:]]\+// -e s/[[:blank:]]\+/ /g -e","/usr/bin/sed","""/run/resolvconf/interface""",1792676,1792675,0
"Nov 1, 2023 @ 12:14:11.826","ip -4 600 dev enp1s0 label enp1s0 addr change 192.168.1.2/255.255.255.0 broadcast 192.168.1.255 valid_lft 600 preferred_lft","/usr/bin/ip","""/""",1792655,1792653,0
"Nov 1, 2023 @ 12:14:11.826","run-parts --list /etc/dhcp/dhclient-exit-hooks.d","/usr/bin/run-parts","""/""",1792663,1792653,0
"Nov 1, 2023 @ 12:14:11.826","/usr/bin/chronyc reload sources","/usr/bin/chronyc","""/""",1792666,1792653,0
"Nov 1, 2023 @ 12:14:11.826","/bin/sh /sbin/dhclient-script","/usr/bin/dash","""/""",1792653,500,0
"Nov 1, 2023 @ 12:14:11.826","sed -e s/[[:blank:]]\+$// -e /^$/d","/usr/bin/sed","""/run/resolvconf/interface""",1792662,1792660,0
"Nov 1, 2023 @ 12:14:11.826","mkdir -p /run/chrony-dhcp","/usr/bin/mkdir","""/""",1792665,1792653,0
"Nov 1, 2023 @ 12:14:11.826","run-parts --list /etc/dhcp/dhclient-enter-hooks.d","/usr/bin/run-parts","""/""",1792654,1792653,0
"Nov 1, 2023 @ 12:14:11.826","rm -f /run/chrony-dhcp/enp1s0.sources","/usr/bin/rm","""/""",1792664,1792653,0
"Nov 1, 2023 @ 12:14:11.826","hostname -f","/usr/bin/hostname","""/""",1792667,672,0
"Nov 1, 2023 @ 12:14:11.826","flock -w 10 9","/usr/bin/flock","""/run/resolvconf/interface""",1792658,1792657,0
"Nov 1, 2023 @ 12:14:11.826","/bin/sh /sbin/resolvconf -a enp1s0.dhclient","/usr/bin/dash","""/""",1792657,1792653,0
"Nov 1, 2023 @ 12:14:11.826","sed -e /^nameserver/!b ENDOFCYCLE -e s/$/ / -e s/\([:. ]\)0\+/\10/g -e s/\([:. ]\)0\([123456789abcdefABCDEF][[:xdigit:]]*\)/\1\2/g -e /::/b ENDOFCYCLE; s/ \(0[: ]\)\+/ ::/ -e s/#.*$// /::/b ENDOFCYCLE; s/:\(0[: ]\)\+/::/ -e : ENDOFCYCLE - -e s/[[:blank:]]\+$// -e s/^[[:blank:]]\+// -e s/[[:blank:]]\+/ /g -e","/usr/bin/sed","""/run/resolvconf/interface""",1792661,1792660,0
"Nov 1, 2023 @ 12:13:31.664","flock -w 10 9","/usr/bin/flock","""/run/resolvconf/interface""",1792643,1792642,0
"Nov 1, 2023 @ 12:13:31.664","/usr/bin/chronyc reload sources","/usr/bin/chronyc","""/""",1792651,1792638,0
"Nov 1, 2023 @ 12:13:31.664","ip -4 600 dev enp1s0 label enp1s0 addr change 192.168.1.2/255.255.255.0 broadcast 192.168.1.255 valid_lft 600 preferred_lft","/usr/bin/ip","""/""",1792640,1792638,0
"Nov 1, 2023 @ 12:13:31.664","rm -f /run/chrony-dhcp/enp1s0.sources","/usr/bin/rm","""/""",1792649,1792638,0
"Nov 1, 2023 @ 12:13:31.664","mkdir -p /run/chrony-dhcp","/usr/bin/mkdir","""/""",1792650,1792638,0
"Nov 1, 2023 @ 12:13:31.664","/bin/sh /sbin/dhclient-script","/usr/bin/dash","""/""",1792638,500,0
"Nov 1, 2023 @ 12:13:31.664","sed -e /^nameserver/!b ENDOFCYCLE -e s/$/ / -e s/\([:. ]\)0\+/\10/g -e s/\([:. ]\)0\([123456789abcdefABCDEF][[:xdigit:]]*\)/\1\2/g -e /::/b ENDOFCYCLE; s/ \(0[: ]\)\+/ ::/ -e s/#.*$// /::/b ENDOFCYCLE; s/:\(0[: ]\)\+/::/ -e : ENDOFCYCLE - -e s/[[:blank:]]\+$// -e s/^[[:blank:]]\+// -e s/[[:blank:]]\+/ /g -e","/usr/bin/sed","""/run/resolvconf/interface""",1792646,1792645,0
"Nov 1, 2023 @ 12:13:31.664","sed -e s/[[:blank:]]\+$// -e /^$/d","/usr/bin/sed","""/run/resolvconf/interface""",1792647,1792645,0
"Nov 1, 2023 @ 12:13:31.664","run-parts --list /etc/dhcp/dhclient-exit-hooks.d","/usr/bin/run-parts","""/""",1792648,1792638,0
"Nov 1, 2023 @ 12:13:31.664","/bin/sh /sbin/resolvconf -a enp1s0.dhclient","/usr/bin/dash","""/""",1792642,1792638,0
"Nov 1, 2023 @ 12:13:31.664","run-parts --list /etc/dhcp/dhclient-enter-hooks.d","/usr/bin/run-parts","""/""",1792639,1792638,0
"Nov 1, 2023 @ 12:13:21.632","hostname -f","/usr/bin/hostname","""/""",1792637,672,0
"Nov 1, 2023 @ 12:12:41.556","sed -e s/[[:blank:]]\+$// -e /^$/d","/usr/bin/sed","""/run/resolvconf/interface""",1792632,1792630,0
"Nov 1, 2023 @ 12:12:41.556","/usr/bin/chronyc reload sources","/usr/bin/chronyc","""/""",1792636,1792623,0
"Nov 1, 2023 @ 12:12:41.556","/bin/sh /sbin/dhclient-script","/usr/bin/dash","""/""",1792623,500,0
"Nov 1, 2023 @ 12:12:41.556","flock -w 10 9","/usr/bin/flock","""/run/resolvconf/interface""",1792628,1792627,0
"Nov 1, 2023 @ 12:12:41.556","run-parts --list /etc/dhcp/dhclient-enter-hooks.d","/usr/bin/run-parts","""/""",1792624,1792623,0
"Nov 1, 2023 @ 12:12:41.556","rm -f /run/chrony-dhcp/enp1s0.sources","/usr/bin/rm","""/""",1792634,1792623,0
"Nov 1, 2023 @ 12:12:41.556","mkdir -p /run/chrony-dhcp","/usr/bin/mkdir","""/""",1792635,1792623,0
"Nov 1, 2023 @ 12:12:41.556","ip -4 600 dev enp1s0 label enp1s0 addr change 192.168.1.2/255.255.255.0 broadcast 192.168.1.255 valid_lft 600 preferred_lft","/usr/bin/ip","""/""",1792625,1792623,0
"Nov 1, 2023 @ 12:12:41.556","sed -e /^nameserver/!b ENDOFCYCLE -e s/$/ / -e s/\([:. ]\)0\+/\10/g -e s/\([:. ]\)0\([123456789abcdefABCDEF][[:xdigit:]]*\)/\1\2/g -e /::/b ENDOFCYCLE; s/ \(0[: ]\)\+/ ::/ -e s/#.*$// /::/b ENDOFCYCLE; s/:\(0[: ]\)\+/::/ -e : ENDOFCYCLE - -e s/[[:blank:]]\+$// -e s/^[[:blank:]]\+// -e s/[[:blank:]]\+/ /g -e","/usr/bin/sed","""/run/resolvconf/interface""",1792631,1792630,0
"Nov 1, 2023 @ 12:12:41.556","/bin/sh /sbin/resolvconf -a enp1s0.dhclient","/usr/bin/dash","""/""",1792627,1792623,0
"Nov 1, 2023 @ 12:12:41.556","run-parts --list /etc/dhcp/dhclient-exit-hooks.d","/usr/bin/run-parts","""/""",1792633,1792623,0
"Nov 1, 2023 @ 12:12:21.381","hostname -f","/usr/bin/hostname","""/""",1792622,672,0
"Nov 1, 2023 @ 12:11:51.296","mkdir -p /run/chrony-dhcp","/usr/bin/mkdir","""/""",1792620,1792608,0
"Nov 1, 2023 @ 12:11:51.296","/bin/sh /sbin/dhclient-script","/usr/bin/dash","""/""",1792608,500,0
"Nov 1, 2023 @ 12:11:51.296","run-parts --list /etc/dhcp/dhclient-exit-hooks.d","/usr/bin/run-parts","""/""",1792618,1792608,0
"Nov 1, 2023 @ 12:11:51.296","rm -f /run/chrony-dhcp/enp1s0.sources","/usr/bin/rm","""/""",1792619,1792608,0
"Nov 1, 2023 @ 12:11:51.296","ip -4 600 dev enp1s0 label enp1s0 addr change 192.168.1.2/255.255.255.0 broadcast 192.168.1.255 valid_lft 600 preferred_lft","/usr/bin/ip","""/""",1792610,1792608,0
"Nov 1, 2023 @ 12:11:51.296","sed -e s/[[:blank:]]\+$// -e /^$/d","/usr/bin/sed","""/run/resolvconf/interface""",1792617,1792615,0
"Nov 1, 2023 @ 12:11:51.296","sed -e /^nameserver/!b ENDOFCYCLE -e s/$/ / -e s/\([:. ]\)0\+/\10/g -e s/\([:. ]\)0\([123456789abcdefABCDEF][[:xdigit:]]*\)/\1\2/g -e /::/b ENDOFCYCLE; s/ \(0[: ]\)\+/ ::/ -e s/#.*$// /::/b ENDOFCYCLE; s/:\(0[: ]\)\+/::/ -e : ENDOFCYCLE - -e s/[[:blank:]]\+$// -e s/^[[:blank:]]\+// -e s/[[:blank:]]\+/ /g -e","/usr/bin/sed","""/run/resolvconf/interface""",1792616,1792615,0
"Nov 1, 2023 @ 12:11:51.296","run-parts --list /etc/dhcp/dhclient-enter-hooks.d","/usr/bin/run-parts","""/""",1792609,1792608,0
"Nov 1, 2023 @ 12:11:51.296","flock -w 10 9","/usr/bin/flock","""/run/resolvconf/interface""",1792613,1792612,0
"Nov 1, 2023 @ 12:11:51.296","/usr/bin/chronyc reload sources","/usr/bin/chronyc","""/""",1792621,1792608,0
"Nov 1, 2023 @ 12:11:51.296","/bin/sh /sbin/resolvconf -a enp1s0.dhclient","/usr/bin/dash","""/""",1792612,1792608,0
"Nov 1, 2023 @ 12:11:21.248","hostname -f","/usr/bin/hostname","""/""",1792607,672,0
"Nov 1, 2023 @ 12:11:11.183","ip -4 600 dev enp1s0 label enp1s0 addr change 192.168.1.2/255.255.255.0 broadcast 192.168.1.255 valid_lft 600 preferred_lft","/usr/bin/ip","""/""",1792595,1792593,0
"Nov 1, 2023 @ 12:11:11.183","/bin/sh /sbin/resolvconf -a enp1s0.dhclient","/usr/bin/dash","""/""",1792597,1792593,0
"Nov 1, 2023 @ 12:11:11.183","mkdir -p /run/chrony-dhcp","/usr/bin/mkdir","""/""",1792605,1792593,0
"Nov 1, 2023 @ 12:11:11.183","/usr/bin/chronyc reload sources","/usr/bin/chronyc","""/""",1792606,1792593,0
"Nov 1, 2023 @ 12:11:11.183","sed -e s/[[:blank:]]\+$// -e /^$/d","/usr/bin/sed","""/run/resolvconf/interface""",1792602,1792600,0
