"@timestamp","process.command_line","process.executable","process.working_directory","process.pid","process.parent.pid","process.user.id"
"Nov 1, 2023 @ 17:08:19.791","/usr/bin/chronyc reload sources","/usr/bin/chronyc","""/""",1799233,1799220,0
"Nov 1, 2023 @ 17:08:19.791","/bin/sh /sbin/resolvconf -a enp1s0.dhclient","/usr/bin/dash","""/""",1799224,1799220,0
"Nov 1, 2023 @ 17:08:19.791","run-parts --list /etc/dhcp/dhclient-enter-hooks.d","/usr/bin/run-parts","""/""",1799221,1799220,0
"Nov 1, 2023 @ 17:08:19.791","sed -e s/[[:blank:]]\+$// -e /^$/d","/usr/bin/sed","""/run/resolvconf/interface""",1799229,1799227,0
"Nov 1, 2023 @ 17:08:19.791","mkdir -p /run/chrony-dhcp","/usr/bin/mkdir","""/""",1799232,1799220,0
"Nov 1, 2023 @ 17:07:29.717","rm -f /run/chrony-dhcp/enp1s0.sources","/usr/bin/rm","""/""",1799217,1799206,0
"Nov 1, 2023 @ 17:07:29.717","/bin/sh /sbin/resolvconf -a enp1s0.dhclient","/usr/bin/dash","""/""",1799210,1799206,0
"Nov 1, 2023 @ 17:07:29.717","sed -e s/[[:blank:]]\+$// -e /^$/d","/usr/bin/sed","""/run/resolvconf/interface""",1799215,1799213,0
"Nov 1, 2023 @ 17:07:29.717","sed -e /^nameserver/!b ENDOFCYCLE -e s/$/ / -e s/\([:. ]\)0\+/\10/g -e s/\([:. ]\)0\([123456789abcdefABCDEF][[:xdigit:]]*\)/\1\2/g -e /::/b ENDOFCYCLE; s/ \(0[: ]\)\+/ ::/ -e s/#.*$// /::/b ENDOFCYCLE; s/:\(0[: ]\)\+/::/ -e : ENDOFCYCLE - -e s/[[:blank:]]\+$// -e s/^[[:blank:]]\+// -e s/[[:blank:]]\+/ /g -e","/usr/bin/sed","""/run/resolvconf/interface""",1799214,1799213,0
"Nov 1, 2023 @ 17:07:29.717","/usr/bin/chronyc reload sources","/usr/bin/chronyc","""/""",1799219,1799206,0
"Nov 1, 2023 @ 17:07:29.717","flock -w 10 9","/usr/bin/flock","""/run/resolvconf/interface""",1799211,1799210,0
"Nov 1, 2023 @ 17:07:29.717","mkdir -p /run/chrony-dhcp","/usr/bin/mkdir","""/""",1799218,1799206,0
"Nov 1, 2023 @ 17:07:29.717","run-parts --list /etc/dhcp/dhclient-exit-hooks.d","/usr/bin/run-parts","""/""",1799216,1799206,0
"Nov 1, 2023 @ 17:07:29.717","run-parts --list /etc/dhcp/dhclient-enter-hooks.d","/usr/bin/run-parts","""/""",1799207,1799206,0
"Nov 1, 2023 @ 17:07:29.717","/bin/sh /sbin/dhclient-script","/usr/bin/dash","""/""",1799206,500,0
"Nov 1, 2023 @ 17:07:29.717","ip -4 600 dev enp1s0 label enp1s0 addr change 192.168.1.2/255.255.255.0 broadcast 192.168.1.255 valid_lft 600 preferred_lft","/usr/bin/ip","""/""",1799208,1799206,0
"Nov 1, 2023 @ 17:07:19.671","hostname -f","/usr/bin/hostname","""/""",1799205,672,0
"Nov 1, 2023 @ 17:06:49.642","/usr/bin/chronyc reload sources","/usr/bin/chronyc","""/""",1799203,1799190,0
"Nov 1, 2023 @ 17:06:49.642","/bin/sh /sbin/dhclient-script","/usr/bin/dash","""/""",1799190,500,0
"Nov 1, 2023 @ 17:06:49.642","sed -e s/[[:blank:]]\+$// -e /^$/d","/usr/bin/sed","""/run/resolvconf/interface""",1799199,1799197,0
"Nov 1, 2023 @ 17:06:49.642","run-parts --list /etc/dhcp/dhclient-exit-hooks.d","/usr/bin/run-parts","""/""",1799200,1799190,0
"Nov 1, 2023 @ 17:06:49.642","run-parts --list /etc/dhcp/dhclient-enter-hooks.d","/usr/bin/run-parts","""/""",1799191,1799190,0
"Nov 1, 2023 @ 17:06:49.642","rm -f /run/chrony-dhcp/enp1s0.sources","/usr/bin/rm","""/""",1799201,1799190,0
"Nov 1, 2023 @ 17:06:49.642","/bin/sh /sbin/resolvconf -a enp1s0.dhclient","/usr/bin/dash","""/""",1799194,1799190,0
"Nov 1, 2023 @ 17:06:49.642","flock -w 10 9","/usr/bin/flock","""/run/resolvconf/interface""",1799195,1799194,0
"Nov 1, 2023 @ 17:06:49.642","ip -4 600 dev enp1s0 label enp1s0 addr change 192.168.1.2/255.255.255.0 broadcast 192.168.1.255 valid_lft 600 preferred_lft","/usr/bin/ip","""/""",1799192,1799190,0
"Nov 1, 2023 @ 17:06:49.642","sed -e /^nameserver/!b ENDOFCYCLE -e s/$/ / -e s/\([:. ]\)0\+/\10/g -e s/\([:. ]\)0\([123456789abcdefABCDEF][[:xdigit:]]*\)/\1\2/g -e /::/b ENDOFCYCLE; s/ \(0[: ]\)\+/ ::/ -e s/#.*$// /::/b ENDOFCYCLE; s/:\(0[: ]\)\+/::/ -e : ENDOFCYCLE - -e s/[[:blank:]]\+$// -e s/^[[:blank:]]\+// -e s/[[:blank:]]\+/ /g -e","/usr/bin/sed","""/run/resolvconf/interface""",1799198,1799197,0
"Nov 1, 2023 @ 17:06:49.642","mkdir -p /run/chrony-dhcp","/usr/bin/mkdir","""/""",1799202,1799190,0
"Nov 1, 2023 @ 17:06:09.588","hostname -f","/usr/bin/hostname","""/""",1799068,672,0
"Nov 1, 2023 @ 17:05:59.560","run-parts --list /etc/dhcp/dhclient-exit-hooks.d","/usr/bin/run-parts","""/""",1799063,1799053,0
"Nov 1, 2023 @ 17:05:59.560","ip -4 600 dev enp1s0 label enp1s0 addr change 192.168.1.2/255.255.255.0 broadcast 192.168.1.255 valid_lft 600 preferred_lft","/usr/bin/ip","""/""",1799055,1799053,0
"Nov 1, 2023 @ 17:05:59.560","/bin/sh /sbin/resolvconf -a enp1s0.dhclient","/usr/bin/dash","""/""",1799057,1799053,0
"Nov 1, 2023 @ 17:05:59.560","flock -w 10 9","/usr/bin/flock","""/run/resolvconf/interface""",1799058,1799057,0
"Nov 1, 2023 @ 17:05:59.560","sed -e /^nameserver/!b ENDOFCYCLE -e s/$/ / -e s/\([:. ]\)0\+/\10/g -e s/\([:. ]\)0\([123456789abcdefABCDEF][[:xdigit:]]*\)/\1\2/g -e /::/b ENDOFCYCLE; s/ \(0[: ]\)\+/ ::/ -e s/#.*$// /::/b ENDOFCYCLE; s/:\(0[: ]\)\+/::/ -e : ENDOFCYCLE - -e s/[[:blank:]]\+$// -e s/^[[:blank:]]\+// -e s/[[:blank:]]\+/ /g -e","/usr/bin/sed","""/run/resolvconf/interface""",1799061,1799060,0
"Nov 1, 2023 @ 17:05:59.560","sed -e s/[[:blank:]]\+$// -e /^$/d","/usr/bin/sed","""/run/resolvconf/interface""",1799062,1799060,0
"Nov 1, 2023 @ 17:05:59.560","rm -f /run/chrony-dhcp/enp1s0.sources","/usr/bin/rm","""/""",1799064,1799053,0
"Nov 1, 2023 @ 17:05:59.560","run-parts --list /etc/dhcp/dhclient-enter-hooks.d","/usr/bin/run-parts","""/""",1799054,1799053,0
"Nov 1, 2023 @ 17:05:59.560","/usr/bin/chronyc reload sources","/usr/bin/chronyc","""/""",1799066,1799053,0
"Nov 1, 2023 @ 17:05:59.560","/bin/sh /sbin/dhclient-script","/usr/bin/dash","""/""",1799053,500,0
"Nov 1, 2023 @ 17:05:59.560","mkdir -p /run/chrony-dhcp","/usr/bin/mkdir","""/""",1799065,1799053,0
"Nov 1, 2023 @ 17:05:09.485","ip -4 600 dev enp1s0 label enp1s0 addr change 192.168.1.2/255.255.255.0 broadcast 192.168.1.255 valid_lft 600 preferred_lft","/usr/bin/ip","""/""",1799039,1799037,0
"Nov 1, 2023 @ 17:05:09.485","sed -e s/[[:blank:]]\+$// -e /^$/d","/usr/bin/sed","""/run/resolvconf/interface""",1799046,1799044,0
"Nov 1, 2023 @ 17:05:09.485","rm -f /run/chrony-dhcp/enp1s0.sources","/usr/bin/rm","""/""",1799048,1799037,0
"Nov 1, 2023 @ 17:05:09.485","hostname -f","/usr/bin/hostname","""/""",1799051,672,0
"Nov 1, 2023 @ 17:05:09.485","run-parts --list /etc/dhcp/dhclient-enter-hooks.d","/usr/bin/run-parts","""/""",1799038,1799037,0
"Nov 1, 2023 @ 17:05:09.485","run-parts --list /etc/dhcp/dhclient-exit-hooks.d","/usr/bin/run-parts","""/""",1799047,1799037,0
"Nov 1, 2023 @ 17:05:09.485","/bin/sh /sbin/dhclient-script","/usr/bin/dash","""/""",1799037,500,0
"Nov 1, 2023 @ 17:05:09.485","flock -w 10 9","/usr/bin/flock","""/run/resolvconf/interface""",1799042,1799041,0
"Nov 1, 2023 @ 17:05:09.485","/usr/bin/chronyc reload sources","/usr/bin/chronyc","""/""",1799050,1799037,0
"Nov 1, 2023 @ 17:05:09.485","/bin/sh /sbin/resolvconf -a enp1s0.dhclient","/usr/bin/dash","""/""",1799041,1799037,0
"Nov 1, 2023 @ 17:05:09.485","mkdir -p /run/chrony-dhcp","/usr/bin/mkdir","""/""",1799049,1799037,0
"Nov 1, 2023 @ 17:05:09.485","sed -e /^nameserver/!b ENDOFCYCLE -e s/$/ / -e s/\([:. ]\)0\+/\10/g -e s/\([:. ]\)0\([123456789abcdefABCDEF][[:xdigit:]]*\)/\1\2/g -e /::/b ENDOFCYCLE; s/ \(0[: ]\)\+/ ::/ -e s/#.*$// /::/b ENDOFCYCLE; s/:\(0[: ]\)\+/::/ -e : ENDOFCYCLE - -e s/[[:blank:]]\+$// -e s/^[[:blank:]]\+// -e s/[[:blank:]]\+/ /g -e","/usr/bin/sed","""/run/resolvconf/interface""",1799045,1799044,0
"Nov 1, 2023 @ 17:04:29.459","flock -w 10 9","/usr/bin/flock","""/run/resolvconf/interface""",1799028,1799027,0
"Nov 1, 2023 @ 17:04:29.459","sed -e s/[[:blank:]]\+$// -e /^$/d","/usr/bin/sed","""/run/resolvconf/interface""",1799032,1799030,0
"Nov 1, 2023 @ 17:04:29.459","mkdir -p /run/chrony-dhcp","/usr/bin/mkdir","""/""",1799035,1799023,0
"Nov 1, 2023 @ 17:04:29.459","/usr/bin/chronyc reload sources","/usr/bin/chronyc","""/""",1799036,1799023,0
"Nov 1, 2023 @ 17:04:29.459","/bin/sh /sbin/resolvconf -a enp1s0.dhclient","/usr/bin/dash","""/""",1799027,1799023,0
"Nov 1, 2023 @ 17:04:29.459","rm -f /run/chrony-dhcp/enp1s0.sources","/usr/bin/rm","""/""",1799034,1799023,0
"Nov 1, 2023 @ 17:04:29.459","/bin/sh /sbin/dhclient-script","/usr/bin/dash","""/""",1799023,500,0
"Nov 1, 2023 @ 17:04:29.459","run-parts --list /etc/dhcp/dhclient-enter-hooks.d","/usr/bin/run-parts","""/""",1799024,1799023,0
"Nov 1, 2023 @ 17:04:29.459","sed -e /^nameserver/!b ENDOFCYCLE -e s/$/ / -e s/\([:. ]\)0\+/\10/g -e s/\([:. ]\)0\([123456789abcdefABCDEF][[:xdigit:]]*\)/\1\2/g -e /::/b ENDOFCYCLE; s/ \(0[: ]\)\+/ ::/ -e s/#.*$// /::/b ENDOFCYCLE; s/:\(0[: ]\)\+/::/ -e : ENDOFCYCLE - -e s/[[:blank:]]\+$// -e s/^[[:blank:]]\+// -e s/[[:blank:]]\+/ /g -e","/usr/bin/sed","""/run/resolvconf/interface""",1799031,1799030,0
"Nov 1, 2023 @ 17:04:29.459","run-parts --list /etc/dhcp/dhclient-exit-hooks.d","/usr/bin/run-parts","""/""",1799033,1799023,0
"Nov 1, 2023 @ 17:04:29.459","ip -4 600 dev enp1s0 label enp1s0 addr change 192.168.1.2/255.255.255.0 broadcast 192.168.1.255 valid_lft 600 preferred_lft","/usr/bin/ip","""/""",1799025,1799023,0
"Nov 1, 2023 @ 17:04:09.380","hostname -f","/usr/bin/hostname","""/""",1799022,672,0
"Nov 1, 2023 @ 17:03:39.333","/usr/bin/chronyc reload sources","/usr/bin/chronyc","""/""",1799021,1799008,0
"Nov 1, 2023 @ 17:03:39.333","run-parts --list /etc/dhcp/dhclient-enter-hooks.d","/usr/bin/run-parts","""/""",1799009,1799008,0
"Nov 1, 2023 @ 17:03:39.333","sed -e /^nameserver/!b ENDOFCYCLE -e s/$/ / -e s/\([:. ]\)0\+/\10/g -e s/\([:. ]\)0\([123456789abcdefABCDEF][[:xdigit:]]*\)/\1\2/g -e /::/b ENDOFCYCLE; s/ \(0[: ]\)\+/ ::/ -e s/#.*$// /::/b ENDOFCYCLE; s/:\(0[: ]\)\+/::/ -e : ENDOFCYCLE - -e s/[[:blank:]]\+$// -e s/^[[:blank:]]\+// -e s/[[:blank:]]\+/ /g -e","/usr/bin/sed","""/run/resolvconf/interface""",1799016,1799015,0
"Nov 1, 2023 @ 17:03:39.333","run-parts --list /etc/dhcp/dhclient-exit-hooks.d","/usr/bin/run-parts","""/""",1799018,1799008,0
"Nov 1, 2023 @ 17:03:39.333","rm -f /run/chrony-dhcp/enp1s0.sources","/usr/bin/rm","""/""",1799019,1799008,0
"Nov 1, 2023 @ 17:03:39.333","flock -w 10 9","/usr/bin/flock","""/run/resolvconf/interface""",1799013,1799012,0
"Nov 1, 2023 @ 17:03:39.333","sed -e s/[[:blank:]]\+$// -e /^$/d","/usr/bin/sed","""/run/resolvconf/interface""",1799017,1799015,0
"Nov 1, 2023 @ 17:03:39.333","mkdir -p /run/chrony-dhcp","/usr/bin/mkdir","""/""",1799020,1799008,0
"Nov 1, 2023 @ 17:03:39.333","/bin/sh /sbin/dhclient-script","/usr/bin/dash","""/""",1799008,500,0
"Nov 1, 2023 @ 17:03:39.333","ip -4 600 dev enp1s0 label enp1s0 addr change 192.168.1.2/255.255.255.0 broadcast 192.168.1.255 valid_lft 600 preferred_lft","/usr/bin/ip","""/""",1799010,1799008,0
"Nov 1, 2023 @ 17:03:39.333","/bin/sh /sbin/resolvconf -a enp1s0.dhclient","/usr/bin/dash","""/""",1799012,1799008,0
"Nov 1, 2023 @ 17:03:19.281","hostname -f","/usr/bin/hostname","""/""",1799007,672,0
"Nov 1, 2023 @ 17:02:49.190","ip -4 600 dev enp1s0 label enp1s0 addr change 192.168.1.2/255.255.255.0 broadcast 192.168.1.255 valid_lft 600 preferred_lft","/usr/bin/ip","""/""",1798995,1798993,0
"Nov 1, 2023 @ 17:02:49.190","sed -e s/[[:blank:]]\+$// -e /^$/d","/usr/bin/sed","""/run/resolvconf/interface""",1799002,1799000,0
"Nov 1, 2023 @ 17:02:49.190","/bin/sh /sbin/resolvconf -a enp1s0.dhclient","/usr/bin/dash","""/""",1798997,1798993,0
"Nov 1, 2023 @ 17:02:49.190","run-parts --list /etc/dhcp/dhclient-exit-hooks.d","/usr/bin/run-parts","""/""",1799003,1798993,0
"Nov 1, 2023 @ 17:02:49.190","/bin/sh /sbin/dhclient-script","/usr/bin/dash","""/""",1798993,500,0
"Nov 1, 2023 @ 17:02:49.190","rm -f /run/chrony-dhcp/enp1s0.sources","/usr/bin/rm","""/""",1799004,1798993,0
"Nov 1, 2023 @ 17:02:49.190","sed -e /^nameserver/!b ENDOFCYCLE -e s/$/ / -e s/\([:. ]\)0\+/\10/g -e s/\([:. ]\)0\([123456789abcdefABCDEF][[:xdigit:]]*\)/\1\2/g -e /::/b ENDOFCYCLE; s/ \(0[: ]\)\+/ ::/ -e s/#.*$// /::/b ENDOFCYCLE; s/:\(0[: ]\)\+/::/ -e : ENDOFCYCLE - -e s/[[:blank:]]\+$// -e s/^[[:blank:]]\+// -e s/[[:blank:]]\+/ /g -e","/usr/bin/sed","""/run/resolvconf/interface""",1799001,1799000,0
"Nov 1, 2023 @ 17:02:49.190","mkdir -p /run/chrony-dhcp","/usr/bin/mkdir","""/""",1799005,1798993,0
"Nov 1, 2023 @ 17:02:49.190","/usr/bin/chronyc reload sources","/usr/bin/chronyc","""/""",1799006,1798993,0
"Nov 1, 2023 @ 17:02:49.190","run-parts --list /etc/dhcp/dhclient-enter-hooks.d","/usr/bin/run-parts","""/""",1798994,1798993,0
"Nov 1, 2023 @ 17:02:49.190","flock -w 10 9","/usr/bin/flock","""/run/resolvconf/interface""",1798998,1798997,0
"Nov 1, 2023 @ 17:02:09.144","sed -e /^nameserver/!b ENDOFCYCLE -e s/$/ / -e s/\([:. ]\)0\+/\10/g -e s/\([:. ]\)0\([123456789abcdefABCDEF][[:xdigit:]]*\)/\1\2/g -e /::/b ENDOFCYCLE; s/ \(0[: ]\)\+/ ::/ -e s/#.*$// /::/b ENDOFCYCLE; s/:\(0[: ]\)\+/::/ -e : ENDOFCYCLE - -e s/[[:blank:]]\+$// -e s/^[[:blank:]]\+// -e s/[[:blank:]]\+/ /g -e","/usr/bin/sed","""/run/resolvconf/interface""",1798986,1798985,0
"Nov 1, 2023 @ 17:02:09.144","ip -4 600 dev enp1s0 label enp1s0 addr change 192.168.1.2/255.255.255.0 broadcast 192.168.1.255 valid_lft 600 preferred_lft","/usr/bin/ip","""/""",1798980,1798978,0
"Nov 1, 2023 @ 17:02:09.144","rm -f /run/chrony-dhcp/enp1s0.sources","/usr/bin/rm","""/""",1798989,1798978,0
"Nov 1, 2023 @ 17:02:09.144","/usr/bin/chronyc reload sources","/usr/bin/chronyc","""/""",1798991,1798978,0
"Nov 1, 2023 @ 17:02:09.144","/bin/sh /sbin/resolvconf -a enp1s0.dhclient","/usr/bin/dash","""/""",1798982,1798978,0
"Nov 1, 2023 @ 17:02:09.144","run-parts --list /etc/dhcp/dhclient-exit-hooks.d","/usr/bin/run-parts","""/""",1798988,1798978,0
"Nov 1, 2023 @ 17:02:09.144","mkdir -p /run/chrony-dhcp","/usr/bin/mkdir","""/""",1798990,1798978,0
"Nov 1, 2023 @ 17:02:09.144","run-parts --list /etc/dhcp/dhclient-enter-hooks.d","/usr/bin/run-parts","""/""",1798979,1798978,0
"Nov 1, 2023 @ 17:02:09.144","/bin/sh /sbin/dhclient-script","/usr/bin/dash","""/""",1798978,500,0
"Nov 1, 2023 @ 17:02:09.144","hostname -f","/usr/bin/hostname","""/""",1798992,672,0
"Nov 1, 2023 @ 17:02:09.144","flock -w 10 9","/usr/bin/flock","""/run/resolvconf/interface""",1798983,1798982,0
"Nov 1, 2023 @ 17:02:09.144","sed -e s/[[:blank:]]\+$// -e /^$/d","/usr/bin/sed","""/run/resolvconf/interface""",1798987,1798985,0
"Nov 1, 2023 @ 17:01:29.102","mkdir -p /run/chrony-dhcp","/usr/bin/mkdir","""/""",1798976,1798964,0
"Nov 1, 2023 @ 17:01:29.102","/bin/sh /sbin/resolvconf -a enp1s0.dhclient","/usr/bin/dash","""/""",1798968,1798964,0
"Nov 1, 2023 @ 17:01:29.102","sed -e s/[[:blank:]]\+$// -e /^$/d","/usr/bin/sed","""/run/resolvconf/interface""",1798973,1798971,0
"Nov 1, 2023 @ 17:01:29.102","run-parts --list /etc/dhcp/dhclient-enter-hooks.d","/usr/bin/run-parts","""/""",1798965,1798964,0
"Nov 1, 2023 @ 17:01:29.102","ip -4 600 dev enp1s0 label enp1s0 addr change 192.168.1.2/255.255.255.0 broadcast 192.168.1.255 valid_lft 600 preferred_lft","/usr/bin/ip","""/""",1798966,1798964,0
"Nov 1, 2023 @ 17:01:29.102","/bin/sh /sbin/dhclient-script","/usr/bin/dash","""/""",1798964,500,0
"Nov 1, 2023 @ 17:01:29.102","run-parts --list /etc/dhcp/dhclient-exit-hooks.d","/usr/bin/run-parts","""/""",1798974,1798964,0
"Nov 1, 2023 @ 17:01:29.102","flock -w 10 9","/usr/bin/flock","""/run/resolvconf/interface""",1798969,1798968,0
"Nov 1, 2023 @ 17:01:29.102","/usr/bin/chronyc reload sources","/usr/bin/chronyc","""/""",1798977,1798964,0
"Nov 1, 2023 @ 17:01:29.102","sed -e /^nameserver/!b ENDOFCYCLE -e s/$/ / -e s/\([:. ]\)0\+/\10/g -e s/\([:. ]\)0\([123456789abcdefABCDEF][[:xdigit:]]*\)/\1\2/g -e /::/b ENDOFCYCLE; s/ \(0[: ]\)\+/ ::/ -e s/#.*$// /::/b ENDOFCYCLE; s/:\(0[: ]\)\+/::/ -e : ENDOFCYCLE - -e s/[[:blank:]]\+$// -e s/^[[:blank:]]\+// -e s/[[:blank:]]\+/ /g -e","/usr/bin/sed","""/run/resolvconf/interface""",1798972,1798971,0
"Nov 1, 2023 @ 17:01:29.102","rm -f /run/chrony-dhcp/enp1s0.sources","/usr/bin/rm","""/""",1798975,1798964,0
"Nov 1, 2023 @ 17:01:09.075","hostname -f","/usr/bin/hostname","""/""",1798963,672,0
"Nov 1, 2023 @ 17:00:49.018","flock -w 10 9","/usr/bin/flock","""/run/resolvconf/interface""",1798953,1798952,0
"Nov 1, 2023 @ 17:00:49.018","/usr/bin/chronyc reload sources","/usr/bin/chronyc","""/""",1798961,1798948,0
"Nov 1, 2023 @ 17:00:49.018","run-parts --list /etc/dhcp/dhclient-enter-hooks.d","/usr/bin/run-parts","""/""",1798949,1798948,0
"Nov 1, 2023 @ 17:00:49.018","sed -e /^nameserver/!b ENDOFCYCLE -e s/$/ / -e s/\([:. ]\)0\+/\10/g -e s/\([:. ]\)0\([123456789abcdefABCDEF][[:xdigit:]]*\)/\1\2/g -e /::/b ENDOFCYCLE; s/ \(0[: ]\)\+/ ::/ -e s/#.*$// /::/b ENDOFCYCLE; s/:\(0[: ]\)\+/::/ -e : ENDOFCYCLE - -e s/[[:blank:]]\+$// -e s/^[[:blank:]]\+// -e s/[[:blank:]]\+/ /g -e","/usr/bin/sed","""/run/resolvconf/interface""",1798956,1798955,0
"Nov 1, 2023 @ 17:00:49.018","ip -4 600 dev enp1s0 label enp1s0 addr change 192.168.1.2/255.255.255.0 broadcast 192.168.1.255 valid_lft 600 preferred_lft","/usr/bin/ip","""/""",1798950,1798948,0
"Nov 1, 2023 @ 17:00:49.018","/bin/sh /sbin/resolvconf -a enp1s0.dhclient","/usr/bin/dash","""/""",1798952,1798948,0
"Nov 1, 2023 @ 17:00:49.018","/bin/sh /sbin/dhclient-script","/usr/bin/dash","""/""",1798948,500,0
"Nov 1, 2023 @ 17:00:49.018","sed -e s/[[:blank:]]\+$// -e /^$/d","/usr/bin/sed","""/run/resolvconf/interface""",1798957,1798955,0
"Nov 1, 2023 @ 17:00:49.018","run-parts --list /etc/dhcp/dhclient-exit-hooks.d","/usr/bin/run-parts","""/""",1798958,1798948,0
"Nov 1, 2023 @ 17:00:49.018","rm -f /run/chrony-dhcp/enp1s0.sources","/usr/bin/rm","""/""",1798959,1798948,0
"Nov 1, 2023 @ 17:00:49.018","mkdir -p /run/chrony-dhcp","/usr/bin/mkdir","""/""",1798960,1798948,0
"Nov 1, 2023 @ 17:00:08.940","hostname -f","/usr/bin/hostname","""/""",1798947,672,0
"Nov 1, 2023 @ 16:59:58.867","/bin/sh /sbin/dhclient-script","/usr/bin/dash","""/""",1798932,500,0
"Nov 1, 2023 @ 16:59:58.867","/bin/sh /sbin/resolvconf -a enp1s0.dhclient","/usr/bin/dash","""/""",1798936,1798932,0
"Nov 1, 2023 @ 16:59:58.867","rm -f /run/chrony-dhcp/enp1s0.sources","/usr/bin/rm","""/""",1798943,1798932,0
"Nov 1, 2023 @ 16:59:58.867","sed -e /^nameserver/!b ENDOFCYCLE -e s/$/ / -e s/\([:. ]\)0\+/\10/g -e s/\([:. ]\)0\([123456789abcdefABCDEF][[:xdigit:]]*\)/\1\2/g -e /::/b ENDOFCYCLE; s/ \(0[: ]\)\+/ ::/ -e s/#.*$// /::/b ENDOFCYCLE; s/:\(0[: ]\)\+/::/ -e : ENDOFCYCLE - -e s/[[:blank:]]\+$// -e s/^[[:blank:]]\+// -e s/[[:blank:]]\+/ /g -e","/usr/bin/sed","""/run/resolvconf/interface""",1798940,1798939,0
"Nov 1, 2023 @ 16:59:58.867","run-parts --list /etc/dhcp/dhclient-exit-hooks.d","/usr/bin/run-parts","""/""",1798942,1798932,0
"Nov 1, 2023 @ 16:59:58.867","flock -w 10 9","/usr/bin/flock","""/run/resolvconf/interface""",1798937,1798936,0
"Nov 1, 2023 @ 16:59:58.867","sed -e s/[[:blank:]]\+$// -e /^$/d","/usr/bin/sed","""/run/resolvconf/interface""",1798941,1798939,0
"Nov 1, 2023 @ 16:59:58.867","run-parts --list /etc/dhcp/dhclient-enter-hooks.d","/usr/bin/run-parts","""/""",1798933,1798932,0
"Nov 1, 2023 @ 16:59:58.867","ip -4 600 dev enp1s0 label enp1s0 addr change 192.168.1.2/255.255.255.0 broadcast 192.168.1.255 valid_lft 600 preferred_lft","/usr/bin/ip","""/""",1798934,1798932,0
"Nov 1, 2023 @ 16:59:58.867","mkdir -p /run/chrony-dhcp","/usr/bin/mkdir","""/""",1798944,1798932,0
"Nov 1, 2023 @ 16:59:58.867","/usr/bin/chronyc reload sources","/usr/bin/chronyc","""/""",1798945,1798932,0
"Nov 1, 2023 @ 16:59:18.805","hostname -f","/usr/bin/hostname","""/""",1798931,672,0
"Nov 1, 2023 @ 16:59:08.764","flock -w 10 9","/usr/bin/flock","""/run/resolvconf/interface""",1798922,1798921,0
"Nov 1, 2023 @ 16:59:08.764","run-parts --list /etc/dhcp/dhclient-enter-hooks.d","/usr/bin/run-parts","""/""",1798918,1798917,0
"Nov 1, 2023 @ 16:59:08.764","sed -e /^nameserver/!b ENDOFCYCLE -e s/$/ / -e s/\([:. ]\)0\+/\10/g -e s/\([:. ]\)0\([123456789abcdefABCDEF][[:xdigit:]]*\)/\1\2/g -e /::/b ENDOFCYCLE; s/ \(0[: ]\)\+/ ::/ -e s/#.*$// /::/b ENDOFCYCLE; s/:\(0[: ]\)\+/::/ -e : ENDOFCYCLE - -e s/[[:blank:]]\+$// -e s/^[[:blank:]]\+// -e s/[[:blank:]]\+/ /g -e","/usr/bin/sed","""/run/resolvconf/interface""",1798925,1798924,0
"Nov 1, 2023 @ 16:59:08.764","/bin/sh /sbin/dhclient-script","/usr/bin/dash","""/""",1798917,500,0
"Nov 1, 2023 @ 16:59:08.764","mkdir -p /run/chrony-dhcp","/usr/bin/mkdir","""/""",1798929,1798917,0
"Nov 1, 2023 @ 16:59:08.764","/usr/bin/chronyc reload sources","/usr/bin/chronyc","""/""",1798930,1798917,0
"Nov 1, 2023 @ 16:59:08.764","/bin/sh /sbin/resolvconf -a enp1s0.dhclient","/usr/bin/dash","""/""",1798921,1798917,0
"Nov 1, 2023 @ 16:59:08.764","ip -4 600 dev enp1s0 label enp1s0 addr change 192.168.1.2/255.255.255.0 broadcast 192.168.1.255 valid_lft 600 preferred_lft","/usr/bin/ip","""/""",1798919,1798917,0
"Nov 1, 2023 @ 16:59:08.764","run-parts --list /etc/dhcp/dhclient-exit-hooks.d","/usr/bin/run-parts","""/""",1798927,1798917,0
"Nov 1, 2023 @ 16:59:08.764","rm -f /run/chrony-dhcp/enp1s0.sources","/usr/bin/rm","""/""",1798928,1798917,0
"Nov 1, 2023 @ 16:59:08.764","sed -e s/[[:blank:]]\+$// -e /^$/d","/usr/bin/sed","""/run/resolvconf/interface""",1798926,1798924,0
"Nov 1, 2023 @ 16:58:38.710","/bin/sh /sbin/dhclient-script","/usr/bin/dash","""/""",1798902,500,0
"Nov 1, 2023 @ 16:58:38.710","flock -w 10 9","/usr/bin/flock","""/run/resolvconf/interface""",1798907,1798906,0
"Nov 1, 2023 @ 16:58:38.710","sed -e /^nameserver/!b ENDOFCYCLE -e s/$/ / -e s/\([:. ]\)0\+/\10/g -e s/\([:. ]\)0\([123456789abcdefABCDEF][[:xdigit:]]*\)/\1\2/g -e /::/b ENDOFCYCLE; s/ \(0[: ]\)\+/ ::/ -e s/#.*$// /::/b ENDOFCYCLE; s/:\(0[: ]\)\+/::/ -e : ENDOFCYCLE - -e s/[[:blank:]]\+$// -e s/^[[:blank:]]\+// -e s/[[:blank:]]\+/ /g -e","/usr/bin/sed","""/run/resolvconf/interface""",1798910,1798909,0
